"","Reservoir","GTT.V..CTC.L.","brCpA","TAC.Bias","TGG.W..GTG.V.","CCG.P..TCT.S.","AGT.S..CGG.R.","TTG.Bias","AGG.Bias","TCA.Bias","UpU","NonBrApA","CGC.R..GTA.V.","brCpC","R.Bias","NonBrCpU","CAA.Bias","GGG.Bias","ACA.T..ATT.I.","brApA","GAA.Bias","TGG.W..TGA.X.","AGA.Bias","CpA","CTC.Bias","brUpU","ApC","NonBrUpG","ACA.Bias","TCT.Bias","TAA.X..AAA.K.","brUpG","UpA","NonBrCpC","GCG.Bias","NonBrApG","NonBrGpU","GpU","GTT.Bias","CpU","brUpC","brUpA","brApC","GpG","I.Bias","TTA.Bias","UpG","GGC.Bias","D.Bias","H.Bias","CGT.Bias","CpC","Y.Bias","X.Bias","ApG","GpA","GTG.Bias","ACT.Bias","T.Bias","brApG","brCpU","F.Bias","V.Bias","CCA.Bias","ATT.Bias","CTT.Bias","S.Bias","brGpC","GpC","N.Bias","W.Bias","brGpA","NonBrGpC","ApA","NonBrCpA","CTA.Bias","CTG.Bias","NonBrGpG","G.Bias","GCA.Bias","AGC.Bias","NonBrCpG","ATA.Bias","CpG","C.Bias","NonBrUpC","K.Bias","GGA.Bias","brApU","P.Bias","E.Bias","Q.Bias","M.Bias","NonBrUpU","CGA.Bias","NonBrUpA","AGT.Bias","UpC","ApU","brGpU","L.Bias","Artiodactyl","Carnivore","Fish","Galloanserae","Insect","Neoaves","Plant","Primate","Pterobat","Rodent","Vespbat"
"87","Primate",0.544377297,1.602365464,0.5,-0.770578921,-9999,-9999,0.222570533,0.289340102,0.345,1.161907213,0.965853562,2.299835714,1.308512551,0.058146399,1.215522782,0.475728155,0.226480836,0.040108795,0.976974826,0.631818182,0.452654533,0.512690355,1.293254665,0.163009404,1.259268424,0.986068284,1.330451451,0.457249071,0.185,0.452654533,1.55425698,0.535608362,1.262003148,0.092165899,0.762377322,0.846187513,0.830976724,0.169491525,1.120297884,1.067332585,0.453383471,0.710614249,1.127347403,0.058441558,0.134796238,1.371366496,0.132404181,0.042798111,0.020070838,0.035532995,1.225141908,0.023022432,0.000295,1.043102249,1.147894276,0.43220339,0.167286245,0.079397875,1.359231278,1.183167129,0.030991736,0.069657615,0.463576159,0.323232323,0.122257053,0.059031877,0.61308363,0.795814914,0.031877214,0.026859504,0.991871473,0.872772622,1.008301336,1.14492458,0.141065831,0.21630094,1.083170496,0.084710744,0.294930876,0.125,0.318113386,0.378787879,0.377060369,0.017414404,1.160271747,0.060802834,0.515679443,0.741013845,0.044569067,0.064935065,0.030401417,0.03837072,1.30092369,0.076142132,0.602500123,0.13,1.053123349,0.948833092,0.856204722,0.094155844,0,0,0,0,0,0.194856883609668,0,0.613945157375002,0,0.191197959015331,0
"88","Artiodactyl",-10000,1.593652419,0.62804878,0.395514777,-9999,-9999,0.239473684,0.468421053,0.271794872,1.037548424,1.027558982,-9999,1.269117503,0.048730444,1.225762978,0.575,0.335640138,-9999,0.835091146,0.509578544,0.343325861,0.442105263,1.18470078,0.126315789,1.019788743,1.063598034,1.186631685,0.344481605,0.138461538,0.343325861,1.442934618,0.860092766,1.254701004,0.105263158,0.929671273,1.012923244,0.920507836,0.2,1.199259797,0.640453337,1.023851302,0.744243769,1.15390092,0.05411644,0.115789474,1.260433932,0.200692042,0.046165684,0.020261606,0.010526316,1.24976889,0.042062067,0.000256,1.077156622,1.02298627,0.336666667,0.227424749,0.07668633,1.205297691,1.369480007,0.032572454,0.076942806,0.388235294,0.170616114,0.078947368,0.050012824,0.621930861,0.855056793,0.040779687,0.016157989,1.043310075,0.928359159,0.95673018,0.999012243,0.173684211,0.265789474,1.03009043,0.07412157,0.344129555,0.2,0.244053181,0.54028436,0.411575845,0.018979225,1.000564663,0.075660426,0.24567474,0.756759658,0.043600923,0.066940241,0.030777122,0.024365222,1.190659732,0.026315789,0.861880749,0.256410256,0.84575374,0.90973737,0.753840842,0.097460887,0.806134881181575,0,0,0,0,0,0,0,0,0.193865118818425,0
"89","Fish",-9999,1.452593143,0.476190476,-9999,1.985050057,-9999,0.30239521,0.157894737,0.245791246,1.018917588,1.015152531,-9999,1.05140854,0.053385783,1.171113391,0.565217391,0.276150628,0.361583045,0.836989997,0.586345382,0.816100334,0.478947368,1.204182678,0.119760479,0.986547522,0.908122478,1.14309269,0.43627451,0.228956229,0.816100334,1.345659783,0.637612128,1.148421705,0.152317881,0.841540631,0.801801212,0.768655386,0.201877934,1.101712101,1.348294324,0.781475732,0.731106483,1.07398287,0.066872717,0.179640719,1.228601307,0.079497908,0.056757516,0.028378758,0.042105263,1.101086436,0.035403203,0.0014,1.041340541,1.282596742,0.333333333,0.269607843,0.057319472,1.321184554,1.054353381,0.035403203,0.059848272,0.3,0.319327731,0.080838323,0.083450407,0.679268575,0.742003125,0.041584715,0.019949424,1.138251308,0.742666078,0.944183959,1.110855789,0.077844311,0.239520958,1.021589659,0.067153695,0.377483444,0.141414141,0.445599647,0.281512605,0.545887858,0.018263557,1.31677426,0.063220006,0.518828452,0.97587268,0.044956448,0.069963473,0.032312447,0.02809778,1.098567731,0.205263158,0.599476741,0.175084175,1.288245367,1.100147086,0.675080159,0.093846586,0.372090383938806,0,0.627909616061194,0,0,0,0,0,0,0,0
"90","Galloanserae",0.628517206,1.446472281,0.440559441,0.233779854,-9999,-9999,0.152917505,0.285714286,0.279596977,0.964639559,0.952070009,0.533979256,1.185367392,0.05374559,1.205066548,0.526829268,0.298969072,-1.329998062,0.89566721,0.475285171,0.68497608,0.281853282,1.282279493,0.162977867,0.760168696,0.936730149,0.987466418,0.385321101,0.158690176,0.68497608,1.807836183,0.760506735,0.983509287,0.103825137,0.931471006,0.931707841,0.886570965,0.225705329,1.0721052,1.069914976,0.941105613,0.823326856,1.064677722,0.068686449,0.154929577,1.271671478,0.199312715,0.04731272,0.022618801,0.096525097,1.023238708,0.029674206,0.00145,1.067483658,1.048475046,0.31661442,0.281345566,0.067856402,1.176123211,0.93130251,0.031334302,0.066196306,0.378995434,0.350453172,0.169014085,0.082382237,0.740137161,0.992515206,0.044407553,0.011620668,0.980981692,1.083439888,0.935434505,1.22340141,0.167002012,0.193158954,1.004564212,0.060385972,0.409836066,0.166246851,0.475562995,0.314199396,0.55892931,0.020751193,1.132088916,0.045445113,0.285223368,0.872720776,0.045445113,0.054575638,0.042539946,0.024486408,1.140859434,0.104247104,0.717203849,0.158690176,1.063368603,1.067052453,0.781862615,0.10313343,0,0,0,0.39804657489389,0,0.202773334676759,0,0,0.399180090429351,0,0
"91","Artiodactyl",-9999,1.340999316,0.194771242,-0.177449585,1.178484518,-9999,0.335047759,0.127572016,0.135931559,0.999226381,1.243923123,0.039456064,1.149933844,0.033047736,1.343062498,0.512428298,0.069873998,-1.498885796,0.831584791,0.572212066,0.204732133,0.28600823,1.231663889,0.043350478,0.855036836,1.061297682,0.802651493,0.305005821,0.341254753,0.204732133,1.944085718,0.927345686,1.3236914,0.049946865,0.883079239,1.231677091,1.020949204,0.553342817,1.082082771,1.000390186,1.655572546,1.219484814,0.896769403,0.052699578,0.240264511,1.29873903,0.142038946,0.060927513,0.016319869,0.339506173,1.154068542,0.052019584,0.000816,0.977927018,0.880096398,0.207681366,0.499417928,0.058411533,1.140850164,0.62897932,0.05501156,0.095607235,0.298597194,0.587096774,0.237325496,0.071535428,1.294640605,1.316910774,0.052359581,0.012647899,0.631581767,1.367900181,1.063019383,1.329332607,0.072740632,0.071271124,0.844936926,0.059363525,0.286928799,0.094106464,0.458020631,0.317419355,0.479374697,0.034747722,0.597197833,0.059091527,0.155784651,0.526576085,0.033931729,0.037195702,0.035563715,0.022167823,1.020912547,0.069958848,0.587781918,0.328897338,0.694811042,0.939492279,0.50826247,0.09254726,0.44247456243806,0,0,0,0,0,0,0.214942353484576,0,0.342583084077364,0
"92","Neoaves",1.200817727,1.646844833,0.699386503,0.654478039,-9999,-9999,0.236686391,0.266129032,0.158671587,1.03364525,1.127681597,-9999,0.960086471,0.054903697,1.003250048,0.303225806,0.263157895,0.919582522,0.839350191,0.473214286,0.449094168,0.306451613,1.125640122,0.127218935,0.939863806,1.089127235,1.319802747,0.288753799,0.121771218,0.449094168,1.17060239,0.775355168,0.987853517,0.220338983,0.946410283,1.012678837,1.058566743,0.147849462,1.013351676,0.628253305,1.058404741,0.718807273,0.924289116,0.043613017,0.065088757,1.271663839,0.293233083,0.051804295,0.030551251,0.060483871,0.976105089,0.036085898,0.000664,0.985998418,1.042253515,0.389784946,0.185410334,0.072835953,0.971451377,1.216617512,0.031215408,0.082355546,0.215277778,0.243654822,0.079881657,0.059995572,0.728573629,0.992721993,0.035643126,0.011733451,1.058238099,1.061865169,0.994587549,0.924614505,0.144970414,0.346153846,0.720065837,0.058888643,0.237288136,0.206642066,0.671698572,0.253807107,0.891715336,0.030994023,1.117544358,0.062430817,0.334586466,0.780439859,0.063759132,0.049590436,0.034314811,0.022359973,1.208523086,0.072580645,0.74264844,0.114391144,0.923025064,0.90269452,1.145783965,0.074828426,0,0,0,0,0,0.392513951917722,0,0.415660509259808,0,0.19182553882247,0
"93","Artiodactyl",-0.682610477,2.051331123,0.33492823,-0.551252922,0.921545051,-9999,0.269879518,0.151975684,0.174743025,1.007020939,1.300522617,0.490413035,0.906521294,0.036007442,1.221168576,0.436090226,0.050955414,-0.429216514,0.718170644,0.462184874,0.165805975,0.188449848,1.350292725,0.106024096,0.825282186,1.198548477,0.763875481,0.290265487,0.31277533,0.165805975,2.14150374,0.849456826,0.985701087,0.074554295,0.978639594,1.261115181,1.066296101,0.504484305,1.088396905,0.742064854,1.631162118,1.179241153,0.926584075,0.04859363,0.128915663,1.331068139,0.251592357,0.055160337,0.019152895,0.370820669,0.924983834,0.045748057,0.000657,0.967558146,0.859119341,0.192825112,0.456637168,0.061836489,0.946343666,0.846556087,0.056254788,0.097625041,0.327217125,0.601351351,0.315662651,0.074532122,0.877817363,1.155969202,0.056473678,0.011710627,0.622492453,1.27287784,1.059059136,1.160935949,0.079518072,0.1,0.872032619,0.068731531,0.282009724,0.113069016,0.444377471,0.186936937,0.554128611,0.032942979,0.822998822,0.053628106,0.103503185,0.407790529,0.035788552,0.039071905,0.0291124,0.018605669,1.070815778,0.05775076,0.520570782,0.234948605,0.789059084,0.862280485,0.587348102,0.090839444,0,0,0,0,0,0,0,0,0.199394721033586,0,0.800605278966414
"94","Primate",-9999,1.357588787,0.337078652,-9999,-9999,-9999,0.093567251,0.213043478,0.29245283,0.972984147,0.893433275,-9999,1.013978844,0.046653144,1.341765403,0.641025641,0.20703125,-0.099741642,0.902908531,0.566371681,0.687572481,0.452173913,1.273867676,0.118908382,0.756511314,0.868869108,0.693034763,0.419825073,0.242924528,0.687572481,2.151885368,0.814774049,1.11119281,0.044776119,0.902191601,0.901710976,0.768700703,0.351020408,1.096609065,1.559544164,1.027756821,0.91604292,1.12834147,0.086815416,0.257309942,1.22711192,0.08984375,0.04989858,0.021703854,0.091304348,1.009791653,0.036105477,0.00142,1.132232359,1.114134739,0.146938776,0.43148688,0.069574037,1.40260287,0.69664917,0.037525355,0.04969574,0.435114504,0.411214953,0.278752437,0.086004057,0.714569965,1.028406135,0.053346856,0.009736308,0.82541235,1.193372178,0.919283316,1.282903023,0.192982456,0.058479532,1.235684667,0.051926978,0.474626866,0.103773585,0.327385288,0.348130841,0.368042607,0.017444219,1.008471564,0.049087221,0.40625,0.857192923,0.053144016,0.045841785,0.039553753,0.022515213,1.100006458,0.113043478,0.702934181,0.181603774,1.124110232,1.096669678,0.47061266,0.104056795,0,0.201307870861389,0,0,0,0,0,0,0.596947897285471,0,0.20174423185314
"95","Primate",-9999,1.336502895,0.377659574,0.699043368,-9999,-9999,0.148214286,0.223642173,0.338297872,0.952693845,0.882399875,-9999,1.074046894,0.056073092,1.29133291,0.728643216,0.220689655,0.607751859,0.848591565,0.694369973,0.699043368,0.597444089,1.220454076,0.114285714,0.8352496,0.933602826,0.842354959,0.523195876,0.204255319,0.699043368,1.661914653,0.838232185,1.097245562,0.032374101,0.873944254,0.931210967,0.804923728,0.259259259,1.13172316,1.44771625,0.917694776,0.907115794,1.099656914,0.083303475,0.316071429,1.128552856,0.103448276,0.052848441,0.020960229,0.044728435,1.024003987,0.033679685,0.00179,1.152074845,1.185551151,0.154882155,0.244845361,0.069509137,1.485103731,0.969784283,0.026334647,0.053206736,0.311111111,0.260215054,0.123214286,0.084199212,0.484805034,0.793407993,0.052848441,0.011823719,0.95242664,0.947653072,0.894879902,1.201919064,0.210714286,0.0875,1.110078878,0.051952705,0.54676259,0.110638298,0.350534937,0.47311828,0.417668029,0.015585812,1.264187773,0.067717664,0.424137931,0.982953071,0.040308133,0.066821928,0.035650305,0.025259764,1.070427886,0.079872204,0.814824904,0.168085106,1.246835573,1.075294725,0.538905379,0.100322465,0.418649798833356,0.388107932936299,0,0,0,0,0,0,0,0.193242268230345,0
"96","Plant",0.223704594,1.718709042,0.334975369,-9999,1.384208855,-9999,0.234782609,0.382165605,0.27348643,1.016286012,1.107511087,-9999,1.07591488,0.031243781,1.355085646,0.684563758,0.170731707,-1.227473886,0.944297098,0.741433022,0.380295857,0.515923567,1.242340918,0.084782609,0.957181814,0.842362154,0.985032498,0.496268657,0.313152401,0.380295857,1.920381385,0.705834638,0.999934671,0.009345794,0.861329397,0.907314337,0.803956776,0.377224199,1.222557723,1.133882456,0.936280853,0.60615185,0.96541166,0.082189055,0.276086957,1.371668382,0.117073171,0.058706468,0.018109453,0.031847134,0.963778727,0.04039801,0.000995,1.066478194,1.163701322,0.259786477,0.347014925,0.053333333,1.304313606,1.081912843,0.047761194,0.055920398,0.333333333,0.343825666,0.147826087,0.095323383,0.718736577,1.036853799,0.063084577,0.007960199,1.051865811,1.179138889,1.043937378,1.092989056,0.160869565,0.095652174,0.969803818,0.04079602,0.38317757,0.164926931,0.146984072,0.426150121,0.224361221,0.022686567,1.282007067,0.090945274,0.346341463,0.763337256,0.029850746,0.063880597,0.029651741,0.033034826,1.072176587,0.031847134,0.610506119,0.141962422,1.189139289,0.989310004,0.534338834,0.091542289,0,0,0,0,0,0,1,0,0,0,0
"97","Rodent",-9999,1.692577418,0.457446809,-0.786612909,-9999,-9999,0.245341615,0.303370787,0.348039216,1.033327594,1.15670851,-9999,1.211910777,0.052740741,1.42237239,0.647727273,0.212014134,0.134812486,1.007795192,0.679069767,0.462740926,0.516853933,1.303032974,0.102484472,0.870475679,0.965755698,1.248149282,0.359223301,0.112745098,0.462740926,1.959421182,0.526287462,1.221797174,0.073732719,0.779814907,0.959446926,0.849548983,0.260135135,1.28471034,1.102401724,0.753177537,0.756749631,1.070837323,0.046222222,0.071428571,1.487796174,0.151943463,0.046222222,0.018074074,0.056179775,1.176661641,0.027851852,0.000296,0.956274113,1.11114627,0.439189189,0.344660194,0.061037037,1.158674582,1.186612967,0.035259259,0.087703704,0.492063492,0.442307692,0.211180124,0.060444444,0.753209064,0.921550792,0.041777778,0.028740741,0.992217107,0.983829322,1.114602956,1.144418045,0.139751553,0.229813665,1.006326656,0.083851852,0.267281106,0.156862745,0.247466271,0.25,0.287733107,0.019555556,1.028534726,0.065185185,0.45229682,0.683114511,0.037333333,0.063703704,0.026074074,0.038222222,1.198666484,0.050561798,0.447366437,0.220588235,0.998254656,0.935916745,0.627187795,0.095407407,0,0,0,0,0,0,0,0,0,0.59966619553123,0.40033380446877
"98","Vespbat",0.148524102,1.662121246,0.419354839,-9999,-9999,-9999,0.267515924,0.257668712,0.337719298,1.03621668,1.101867936,-9999,0.975938404,0.048224852,1.321729325,0.63,0.115523466,-9999,1.096173011,0.65625,0.474469371,0.45398773,1.320941957,0.117834395,0.904684092,0.981322238,1.168639366,0.361111111,0.192982456,0.474469371,2.111338831,0.518906779,1.166210589,0.067010309,0.74058698,0.963066093,0.859619401,0.365758755,1.200945389,1.273529823,0.609168246,0.850387614,1.072123124,0.059763314,0.130573248,1.486828705,0.140794224,0.047633136,0.022485207,0.098159509,1.0695042,0.027514793,0.000296,0.906983678,1.130481089,0.287937743,0.296296296,0.063905325,1.115449516,1.091596991,0.036390533,0.076035503,0.465116279,0.45049505,0.162420382,0.067455621,0.676872242,0.887925759,0.03816568,0.030177515,0.985664509,0.984201119,1.118600103,1.174253421,0.130573248,0.191082803,1.090907567,0.081952663,0.242268041,0.153508772,0.298833343,0.262376238,0.348673286,0.022189349,1.060457249,0.065088757,0.545126354,0.675129139,0.03816568,0.056804734,0.029585799,0.037869822,1.165100171,0.067484663,0.488732471,0.228070175,1.080031092,0.964035343,0.648958883,0.092899408,0,0,0,0,0,0.200671940380563,0,0.195714852936685,0,0.399147857426468,0.204465349256284
"99","Rodent",-9999,1.926348345,0.565789474,-9999,-9999,-9999,0.247761194,0.241803279,0.222222222,1.062947883,1.057014025,-9999,1.10136298,0.071428571,1.225098331,0.340909091,0.25,-9999,0.879595548,0.446511628,0.457947049,0.295081967,1.372830722,0.16119403,1.031991758,1.034034451,1.322841924,0.33492823,0.085858586,0.457947049,1.71402418,0.440530443,1.072040652,0.143396226,0.892740386,0.984541366,0.85161741,0.213592233,1.187154864,0.987458776,0.487625333,0.759984005,1.059955727,0.038934426,0.020895522,1.411169087,0.204268293,0.048887588,0.024004684,0.094262295,1.094355438,0.022248244,0.000293,1.005670985,1.130914844,0.475728155,0.181818182,0.06118267,1.118460387,1.316611701,0.027224824,0.090456674,0.435714286,0.293233083,0.185074627,0.057962529,0.753909709,0.910944285,0.025761124,0.029566745,1.027226458,0.938521564,0.990035345,1.093040673,0.089552239,0.295522388,0.900326081,0.096018735,0.256603774,0.232323232,0.489478367,0.22556391,0.505134214,0.018149883,1.073889721,0.048009368,0.408536585,0.705079873,0.040983607,0.06293911,0.025761124,0.034543326,1.238936685,0.081967213,0.461163398,0.202020202,0.993753551,0.967368892,0.632222034,0.098067916,0.203343170695962,0,0,0,0,0.189894624317156,0,0.201397729264669,0,0.405364475722213,0
"100","Plant",0.846604262,1.784448635,0.445783133,0.045368605,-9999,-9999,0.189189189,0.348258706,0.261261261,0.888535055,0.856718617,-9999,1.024303321,0.048609432,1.272890626,0.430656934,0.329317269,0.324611041,0.814180623,0.343347639,0.735857608,0.437810945,1.319315515,0.078378378,0.773254834,0.962574602,1.080464345,0.475694444,0.177177177,0.735857608,1.700980133,0.809833623,1.12439674,0.055045872,1.031791003,0.825617979,0.77550755,0.237903226,1.161715985,1.156732706,0.944678862,0.635883701,1.104949886,0.074486094,0.143243243,1.312181253,0.16064257,0.060943168,0.023941959,0.039800995,1.064990527,0.040145103,0.00169,1.097564851,1.139244529,0.318548387,0.239583333,0.069649335,1.095236314,1.066889389,0.02974607,0.059975816,0.29281768,0.233766234,0.137837838,0.080532044,0.833755139,0.926086955,0.049093108,0.01547763,1.129551812,0.932283536,0.834120741,1.135297172,0.186486486,0.264864865,1.019709159,0.060217654,0.422018349,0.177177177,0.277165375,0.496753247,0.352955101,0.018137848,1.095277981,0.06191052,0.309236948,0.937707062,0.043772672,0.056348247,0.033131802,0.029987908,1.008316862,0.089552239,0.788985371,0.168168168,1.069568541,1.150926337,0.646453257,0.089480048,0,0,0,0,0,0,1,0,0,0,0
"101","Plant",-9999,1.657466157,0.327014218,-9999,-9999,2.661015938,0.24025974,0.293413174,0.258474576,1.042153519,1.071882078,-9999,1.267510473,0.033200795,1.328548031,0.634482759,0.19138756,-0.732157316,0.964168676,0.697160883,0.351229474,0.616766467,1.233602488,0.073593074,1.028580265,0.86779146,1.002390839,0.528571429,0.324152542,0.351229474,1.755461318,0.721368729,0.980890554,0.005025126,0.8999483,0.877759651,0.821651126,0.344202899,1.179916672,1.042447178,0.986407133,0.6062029,0.954270288,0.081709742,0.244588745,1.317966402,0.119617225,0.061033797,0.018091451,0.017964072,1.009105526,0.04194831,0.000994,1.089259405,1.174997176,0.206521739,0.296428571,0.055666004,1.298549874,0.99484685,0.048906561,0.054870775,0.315068493,0.357664234,0.149350649,0.093836978,0.72027696,0.993261213,0.061033797,0.008151093,1.034701095,1.110628793,1.026280578,1.102260635,0.145021645,0.147186147,0.929563224,0.041550696,0.427135678,0.139830508,0.192594588,0.428223844,0.286846988,0.02306163,1.280045484,0.089860835,0.354066986,0.704000183,0.029025845,0.063021869,0.028827038,0.033797217,1.081967729,0.02994012,0.612352377,0.171610169,1.161634292,0.980600615,0.63864132,0.091848907,0,0,0,0,0,0,1,0,0,0,0
"102","Neoaves",0.440473133,1.493688974,0.7,0.250481789,-9999,-9999,0.214285714,0.254681648,0.26369863,1.066296622,1.084093445,0.68684481,0.898544256,0.059096946,1.050737856,0.5,0.224719101,0.753774158,0.727522601,0.502202643,0.424131056,0.265917603,1.226105726,0.1,0.828728268,1.075071316,1.098681282,0.345794393,0.181506849,0.424131056,1.439249567,0.754688639,0.907350067,0.218390805,0.868097082,1.017747117,0.991663006,0.201166181,1.006091556,0.89041665,1.145202608,0.883543701,0.922299335,0.054891545,0.1,1.230471648,0.310861423,0.052014166,0.030765826,0.101123596,0.890516005,0.0354139,0.000885,1.022510961,1.043637221,0.259475219,0.199376947,0.071049137,1.208409544,1.030532976,0.033200531,0.075918548,0.439873418,0.362903226,0.16,0.064630367,0.816875478,1.03646785,0.037848606,0.011288181,1.012762284,1.100116154,0.949494056,1.134080276,0.108571429,0.317142857,0.84525393,0.059096946,0.336206897,0.205479452,0.690234167,0.209677419,0.850708201,0.029659141,1.086900918,0.061310314,0.247191011,0.819166279,0.069942452,0.050243471,0.030544489,0.01770695,1.255446737,0.127340824,0.627771536,0.102739726,0.988675857,0.950835924,0.904894037,0.077467906,0,0,0,0,0,1,0,0,0,0,0
"103","Fish",-10000,1.874272137,0.761006289,-0.254529865,1.352446687,-9999,0.133522727,0.226837061,0.092753623,0.940722639,1.173693654,0.446148204,0.898329251,0.065099834,1.044038037,0.389261745,0.215873016,-9999,0.752325933,0.47008547,0.430204112,0.220447284,1.134191485,0.21875,0.921129737,1.08922354,1.292594707,0.224783862,0.115942029,0.430204112,1.382655283,0.744596235,0.948844596,0.22244489,0.999710656,1.167819351,1.094611519,0.140096618,1.040373238,0.574378386,1.13793072,0.679820741,0.896103312,0.041805324,0.025568182,1.306513749,0.33015873,0.053244592,0.025166389,0.095846645,0.942620861,0.033069884,0.000624,0.982851742,1.034052395,0.429951691,0.149855908,0.072171381,0.887465457,1.212576594,0.02828619,0.086106489,0.237918216,0.248756219,0.085227273,0.071755408,0.673455128,1.012374016,0.03327787,0.009983361,1.033967692,1.123527234,0.998401164,0.816747747,0.088068182,0.448863636,0.69072863,0.065515807,0.20240481,0.284057971,0.655283392,0.164179104,0.91603936,0.02766223,1.185701191,0.053244592,0.228571429,0.717771685,0.055948419,0.048668885,0.030990017,0.020382696,1.088156476,0.099041534,0.674980308,0.115942029,0.953675469,0.889588605,0.982412964,0.073211314,0,0,0,0,0,0.79890509748579,0,0.20109490251421,0,0,0
"104","Galloanserae",-9999,2.131998002,0.3875,0.688463021,-9999,-9999,0.391061453,0.35483871,0.185628743,1.037835548,1.065725898,-9999,1.23446365,0.043559719,1.124041122,0.391891892,0.19858156,-9999,0.732827203,0.379032258,0.688463021,0.268817204,1.420060212,0.078212291,0.911531054,1.058261432,1.029551309,0.333333333,0.251497006,0.688463021,1.729798035,0.702294432,1.170257833,0.138211382,1.020130278,1.019807921,0.970159853,0.328042328,0.989544859,0.910839321,1.107994071,0.769599279,0.993012296,0.060421546,0.117318436,1.329638727,0.226950355,0.054800937,0.024355972,0.139784946,1.133796944,0.037470726,0.000468,1.039245774,1.09053902,0.375661376,0.319727891,0.068852459,0.985017202,0.811835047,0.041217799,0.08852459,0.292682927,0.441860465,0.173184358,0.078220141,0.735068061,0.921560549,0.03559719,0.015456674,1.137970183,0.985182527,0.92567107,1.202793125,0.067039106,0.173184358,0.841924089,0.066042155,0.292682927,0.107784431,0.449549308,0.341085271,0.468752251,0.022014052,0.983535982,0.059953162,0.212765957,0.670268018,0.038407494,0.058079625,0.034660422,0.030444965,1.139055408,0.075268817,0.555810988,0.209580838,0.925136613,0.997135242,0.780447598,0.083840749,0,0.237450682398389,0,0.254643528257956,0,0,0,0,0,0,0.507905789343655
"105","Vespbat",-9999,1.474915015,0.423357664,0.88238918,-9999,-9999,0.307692308,0.411764706,0.31443299,1.170121366,1.119253809,-9999,1.464965064,0.0405849,1.183536434,0.745614035,0.150234742,-0.240535294,1.070469419,0.684210526,0.416091468,0.485294118,1.254670692,0.122377622,1.176295455,1.022848604,1.023214578,0.40625,0.159793814,0.416091468,1.828323584,0.661251679,1.325326298,0.028985507,0.761406958,1.037901869,0.843787182,0.440613027,1.104743897,1.080462461,0.907058591,0.799857758,1.248538615,0.07370934,0.206293706,1.330148073,0.145539906,0.043270665,0.023873471,0.051470588,1.315021466,0.040883318,0.000298,0.954113489,1.090415416,0.206896552,0.375,0.066845718,1.20304882,1.059550284,0.042673829,0.077887198,0.433566434,0.469635628,0.146853147,0.057893166,0.546371696,0.7683158,0.056102656,0.020590868,1.026901485,0.865294526,1.100011435,1.191730119,0.104895105,0.111888112,1.198993538,0.063563115,0.297101449,0.072164948,0.172238721,0.327935223,0.221471814,0.020590868,0.959287426,0.074007759,0.403755869,0.552268146,0.042673829,0.062369442,0.034019696,0.031632349,1.223299689,0.029411765,0.5624305,0.257731959,0.961459444,0.903147261,0.428297464,0.085347657,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909
"106","Artiodactyl",0.117479299,1.931316672,0.950617284,-0.709496319,-9999,-9999,0.177884615,0.168224299,0.115702479,1.205033508,1.323504583,-9999,0.815252054,0.046061128,1.036982264,0.417721519,0.238993711,1.511260531,0.829948474,0.4,0.626917366,0.23364486,1.096181828,0.317307692,1.003425981,1.222202732,1.154708241,0.178343949,0.099173554,0.626917366,1.495213275,0.521761834,0.919608821,0.21182266,0.95161345,1.11785585,1.072968002,0.164835165,1.06084407,0.700185827,0.705237267,0.712902127,0.961506235,0.04175635,0.009615385,1.247700705,0.27672956,0.062849763,0.02582867,0.14953271,0.926669164,0.034868704,0.00043,0.907991398,1.172731058,0.406593407,0.165605096,0.067585019,0.790840689,1.295343779,0.047352561,0.078346965,0.19379845,0.309278351,0.153846154,0.052087817,0.571608195,0.835489731,0.043478261,0.010331468,1.195751122,0.883673543,1.088063038,0.750016789,0.0625,0.278846154,0.783183631,0.068445975,0.216748768,0.20661157,0.539864866,0.154639175,0.9434782,0.014205768,1.269086598,0.059836418,0.220125786,0.528927951,0.05553164,0.055962118,0.034007749,0.024106759,1.4889919,0.102803738,0.54042158,0.123966942,1.045867448,0.688956234,1.025289103,0.089539389,0,0.19967795260079,0,0,0,0,0,0.599473532443135,0.200848514956075,0,0
